"Ix","Iz"
0.00082,-9.59e-05
0.0008335,-9.67e-05
0.000847,-9.75e-05
0.000861,-9.84e-05
0.000875,-9.93e-05
0.000889,-0.0001002
0.0009035,-0.0001011
0.0009185,-0.0001019
0.000933,-0.0001028
0.0009485,-0.0001037
0.000964,-0.0001046
0.0009795,-0.0001055
0.0009955,-0.0001065
0.0010115,-0.0001074
0.001028,-0.0001084
0.001045,-0.0001094
0.001062,-0.0001104
0.001079,-0.0001113
0.0010965,-0.0001123
0.0011145,-0.0001134
0.0011325,-0.0001144
0.001151,-0.0001154
0.0011695,-0.0001164
0.0011885,-0.0001174
0.001208,-0.0001185
0.0012275,-0.0001195
0.0012475,-0.0001206
0.001268,-0.0001218
0.0012885,-0.0001229
0.0013095,-0.000124
0.001331,-0.0001251
0.0013525,-0.0001262
0.0013745,-0.0001274
0.001397,-0.0001285
0.0014195,-0.0001297
0.0014425,-0.0001309
0.001466,-0.0001321
0.00149,-0.0001333
0.001514,-0.0001346
0.001539,-0.0001358
0.001564,-0.0001371
0.0015895,-0.0001384
0.001615,-0.0001397
0.0016415,-0.000141
0.001668,-0.0001423
0.001695,-0.0001436
0.001723,-0.0001449
0.001751,-0.0001463
0.0017795,-0.0001477
0.001808,-0.000149
0.0018375,-0.0001505
0.0018675,-0.0001519
0.001898,-0.0001533
0.001929,-0.0001548
0.00196,-0.0001562
0.001992,-0.0001577
0.002025,-0.0001589
0.002055,-0.0001603
0.00209,-0.0001619
0.002125,-0.0001635
0.00216,-0.0001651
0.002195,-0.0001667
0.00223,-0.0001683
0.002265,-0.0001699
0.002305,-0.0001717
0.00234,-0.0001733
0.00238,-0.0001751
0.00242,-0.0001768
0.002455,-0.0001784
0.002495,-0.0001802
0.002535,-0.000182
0.00258,-0.000184
0.00262,-0.0001857
0.002665,-0.0001876
0.002705,-0.0001893
0.00275,-0.0001911
0.002795,-0.000193
0.00284,-0.0001949
0.002885,-0.0001967
0.002935,-0.0001988
0.00298,-0.000201
0.00303,-0.000203
0.00308,-0.000205
0.00313,-0.000207
0.00318,-0.000209
0.00323,-0.000211
0.003285,-0.000213
0.00334,-0.000216
0.003395,-0.000218
0.00345,-0.00022
0.003505,-0.000223
0.00356,-0.000225
0.00362,-0.000227
0.00368,-0.00023
0.003735,-0.000232
0.0038,-0.000235
0.00386,-0.000237
0.003925,-0.00024
0.003985,-0.000242
0.00405,-0.000245
0.004115,-0.000248
0.004185,-0.00025
0.00425,-0.000253
0.00432,-0.000256
0.00439,-0.000259
0.004465,-0.000262
0.004535,-0.000265
0.00461,-0.000268
0.004685,-0.000271
0.00476,-0.000274
0.00484,-0.000277
0.004915,-0.00028
0.004995,-0.000283
0.00508,-0.000287
0.00516,-0.00029
0.005245,-0.000293
0.00533,-0.000297
